iter	Logloss
145	0.0006559531526
146	0.0006559483408
147	0.0006559483408
148	0.000655935107
149	0.000655935107
150	0.000655935107
151	0.0006559401771
152	0.0006559232221
153	0.0006559232221
154	0.0006559232221
155	0.0006559232221
156	0.0006559232221
157	0.0006559203476
158	0.0006559203476
159	0.0006559203476
160	0.0006559097732
161	0.0006559097732
162	0.0006559097732
163	0.0006558956701
164	0.0006558956701
165	0.0006558956701
166	0.0006558956701
167	0.0006558906416
168	0.0006558906416
169	0.0006558906416
170	0.0006558917722
171	0.0006558917722
172	0.0006558694889
173	0.0006558694889
174	0.0006558694889
175	0.0006559006463
176	0.0006558767849
177	0.0006558681994
178	0.0006558400715
179	0.0006558400715
180	0.0006558661034
181	0.0006558635503
182	0.0006558635503
183	0.0006558635503
184	0.0006558635503
185	0.0006558635503
186	0.0006558635503
187	0.0006558635503
188	0.0006558635503
189	0.0006558635503
190	0.0006558635503
191	0.0006558635503
192	0.0006558635503
193	0.0006558635503
194	0.0006558635503
195	0.0006558635503
196	0.0006558635503
197	0.0006558635503
198	0.0006558635503
199	0.0006558635503
200	0.0006558635503
201	0.0006558635503
202	0.0006558635503
203	0.0006558635503
204	0.0006558635503
205	0.0006558635503
206	0.0006558635503
207	0.0006558635503
208	0.0006558635503
209	0.0006558635503
210	0.0006558635503
211	0.0006558635503
212	0.0006558635503
213	0.0006558635503
214	0.0006558635503
215	0.0006558635503
216	0.0006558635503
217	0.0006558635503
218	0.0006558635503
219	0.0006558635503
220	0.0006558635503
221	0.0006558635503
222	0.0006558635503
223	0.0006558635503
224	0.0006558635503
225	0.0006558635503
226	0.0006558635503
227	0.0006558635503
228	0.0006558635503
229	0.0006558635503
230	0.0006558635503
231	0.0006558635503
232	0.0006558635503
233	0.0006558635503
234	0.0006558635503
235	0.0006558635503
236	0.0006558635503
237	0.0006558635503
238	0.0006558635503
239	0.0006558635503
240	0.0006558635503
241	0.0006558635503
242	0.0006558635503
243	0.0006558635503
244	0.0006558635503
245	0.0006558635503
246	0.0006558635503
247	0.0006558635503
248	0.0006558635503
249	0.0006558635503
250	0.0006558635503
251	0.0006558635503
252	0.0006558635503
253	0.0006558635503
254	0.0006558635503
255	0.0006558635503
256	0.0006558635503
257	0.0006558635503
258	0.0006558635503
259	0.0006558635503
260	0.0006558635503
261	0.0006558635503
262	0.0006558635503
263	0.0006558635503
264	0.0006558635503
265	0.0006558635503
266	0.0006558635503
267	0.0006558635503
268	0.0006558635503
269	0.0006558635503
270	0.0006558635503
271	0.0006558635503
272	0.0006558635503
273	0.0006558635503
274	0.0006558635503
275	0.0006558635503
276	0.0006558635503
277	0.0006558635503
278	0.0006558635503
279	0.0006558635503
280	0.0006558635503
281	0.0006558635503
282	0.0006558635503
283	0.0006558635503
284	0.0006558635503
285	0.0006558635503
286	0.0006558635503
287	0.0006558635503
288	0.0006558635503
289	0.0006558635503
290	0.0006558635503
291	0.0006558635503
292	0.0006558635503
293	0.0006558635503
294	0.0006558635503
295	0.0006558635503
296	0.0006558635503
297	0.0006558635503
298	0.0006558635503
299	0.0006558635503
300	0.0006558635503
301	0.0006558635503
302	0.0006558635503
303	0.0006558635503
304	0.0006558635503
305	0.0006558635503
306	0.0006558635503
307	0.0006558635503
308	0.0006558635503
309	0.0006558635503
310	0.0006558635503
311	0.0006558635503
312	0.0006558635503
313	0.0006558635503
314	0.0006558635503
315	0.0006558635503
316	0.0006558635503
317	0.0006558635503
318	0.0006558635503
319	0.0006558635503
320	0.0006558635503
321	0.0006558635503
322	0.0006558635503
323	0.0006558635503
324	0.0006558635503
325	0.0006558635503
326	0.0006558635503
327	0.0006558635503
328	0.0006558635503
329	0.0006558635503
330	0.0006558635503
331	0.0006558635503
332	0.0006558635503
333	0.0006558635503
334	0.0006558635503
335	0.0006558635503
336	0.0006558635503
337	0.0006558635503
338	0.0006558635503
339	0.0006558635503
340	0.0006558635503
341	0.0006558635503
342	0.0006558635503
343	0.0006558635503
344	0.0006558635503
345	0.0006558635503
346	0.0006558635503
347	0.0006558635503
348	0.0006558635503
349	0.0006558635503
350	0.0006558635503
351	0.0006558635503
352	0.0006558635503
353	0.0006558635503
354	0.0006558635503
355	0.0006558635503
356	0.0006558635503
357	0.0006558635503
358	0.0006558635503
359	0.0006558635503
360	0.0006558635503
361	0.0006558635503
362	0.0006558635503
363	0.0006558635503
364	0.0006558635503
365	0.0006558635503
366	0.0006558635503
367	0.0006558635503
368	0.0006558635503
369	0.0006558635503
370	0.0006558635503
371	0.0006558635503
372	0.0006558635503
373	0.0006558635503
374	0.0006558635503
375	0.0006558635503
376	0.0006558635503
377	0.0006558635503
378	0.0006558635503
379	0.0006558635503
380	0.0006558635503
381	0.0006558635503
382	0.0006558635503
383	0.0006558635503
384	0.0006558635503
385	0.0006558635503
386	0.0006558635503
387	0.0006558635503
388	0.0006558635503
389	0.0006558635503
390	0.0006558635503
391	0.0006558635503
392	0.0006558635503
393	0.0006558635503
394	0.0006558635503
395	0.0006558635503
396	0.0006558635503
397	0.0006558635503
398	0.0006558635503
399	0.0006558635503
400	0.0006558635503
401	0.0006558635503
402	0.0006558635503
403	0.0006558635503
404	0.0006558635503
405	0.0006558635503
406	0.0006558635503
407	0.0006558635503
408	0.0006558635503
409	0.0006558635503
410	0.0006558635503
411	0.0006558635503
412	0.0006558635503
413	0.0006558635503
414	0.0006558635503
415	0.0006558635503
416	0.0006558635503
417	0.0006558635503
418	0.0006558635503
419	0.0006558635503
420	0.0006558635503
421	0.0006558635503
422	0.0006558635503
423	0.0006558635503
424	0.0006558635503
425	0.0006558635503
426	0.0006558635503
427	0.0006558635503
428	0.0006558635503
429	0.0006558635503
430	0.0006558635503
431	0.0006558635503
432	0.0006558635503
433	0.0006558635503
434	0.0006558635503
435	0.0006558635503
436	0.0006558635503
437	0.0006558635503
438	0.0006558635503
439	0.0006558635503
440	0.0006558635503
441	0.0006558635503
442	0.0006558635503
443	0.0006558635503
444	0.0006558635503
445	0.0006558635503
446	0.0006558635503
447	0.0006558635503
448	0.0006558635503
449	0.0006558635503
450	0.0006558635503
451	0.0006558635503
452	0.0006558635503
453	0.0006558635503
454	0.0006558635503
455	0.0006558635503
456	0.0006558635503
457	0.0006558635503
458	0.0006558635503
459	0.0006558635503
460	0.0006558635503
461	0.0006558635503
462	0.0006558635503
463	0.0006558635503
464	0.0006558635503
465	0.0006558635503
466	0.0006558635503
467	0.0006558635503
468	0.0006558635503
469	0.0006558635503
470	0.0006558635503
471	0.0006558635503
472	0.0006558635503
473	0.0006558635503
474	0.0006558635503
475	0.0006558635503
476	0.0006558635503
477	0.0006558635503
478	0.0006558635503
479	0.0006558635503
480	0.0006558635503
481	0.0006558635503
482	0.0006558635503
483	0.0006558635503
484	0.0006558635503
485	0.0006558635503
486	0.0006558635503
487	0.0006558635503
488	0.0006558635503
489	0.0006558635503
490	0.0006558635503
491	0.0006558635503
492	0.0006558635503
493	0.0006558635503
494	0.0006558635503
495	0.0006558635503
496	0.0006558635503
497	0.0006558635503
498	0.0006558635503
499	0.0006558635503
